"Code","Pen","System","Trial","Sampling_time","Sampling_date","Chicken_body_weight","TBARS","Salmonella","Campylobacter","Clostridium","Cortisol","FPD","Haptoglobin","CRP","LPS","Observations","Comments","Treatment","Sex","Replicate","Breed","Crypt_depth_caecum","Acidic_goblet_cell_number_caecum","Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum","Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum","Acetic_acid_caecum","Propionic_acid_caecum","i.Butyric_acid_caecum","n.Butyric_acid_caecum","i.Valeric_acid_caecum","n.Valeric_acid_caecum","Total_SCFAs_caecum","Total_branch_chain_fatty_acids_caecum","Putrescin_caecum","Histamin_caecum","Cadaverin_caecum","Spermidin_caecum","Tyramin_caecum","Spermin_caecum","Gesamtamine_caecum","L.Laktat_caecum","D.Laktat_caecum","Total_lactate_caecum","L.D_lactic_ratio_caecum","Ammonium_caecum","Acetic.totalFA_ratio_caecum","Propionic.totalFA_ratio","iButyric.totalFA_ratio_caecum","nButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum","nValeric.totalFA_ratio_caecum","IL1_caecum","IL2_caecum","IL4_caecum","IL6_caecum","IL8_caecum","IL10_caecum","IL12_caecum","IL17_caecum","IL18_caecum","TNFa_caecum","IFNg_caecum","TGFb_caecum","MUC2_caecum","CLN5_caecum","Villi_height_ileum","Villi_width_ileum","Crypt_depth_ileum","VH.CD_ratio_ileum","Epithelial_area_ileum","Acidic_goblet_cell_number_ileum","Mixed_goblet_cell_number","Total_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum","Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum","Acetic_acid_ileum","Propionic_acid_ileum","i.Butyric_acid_ileum","n.Butyric_acid_ileum","i.Valeric_acid_ileum","n.Valeric_acid_ileum","Total_SCFAs_ileum","Total_branch_chain_fatty_acids_ileum","Putrescin_ileum","Histamin_ileum","Cadaverin_ileum","Spermidin_ileum","Tyramin_ileum","Spermin_ileum","Gesamtamine_ileum","L.Laktat_ileum","D.Laktat_ileum","Total_lactate_ileum","L.D_lactic_ratio_ileum","Ammonium_ileum","Acetic.totalFA_ratio_ileum","Propionic.totalFA_ratio_ileum","iButyric.totalFA_ratio_ileum","nButyric.totalFA_ratio_ileum","iValeria.totalFA_ratio_ileum","nValeric.totalFA_ratio_ileum","IL1_ileum","IL2_ileum","IL4_ileum","IL6_ileum","IL8_ileum","IL10_ileum","IL12_ileum","IL17_ileum","IL18_ileum","TNFa_ileum","IFNg_ileum","TGFb_ileum","MUC2_ileum","CLN5_ileum"
"CA19.08","CA19","Chicken","CA","Day 21","25/02/2019",913.2,NA,"-","-","-",11.47,NA,46.16,0.66,15.67,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.09","CA19","Chicken","CA","Day 21","25/02/2019",833,NA,"-","-","-",11.52,NA,45.58,0.72,18.83,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.10","CA19","Chicken","CA","Day 21","26/02/2019",780.6,NA,"-","-","-",14.84,NA,45.56,0.72,15.76,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.11","CA19","Chicken","CA","Day 21","26/02/2019",801.4,NA,"-","-","-",10.49,NA,50.62,0.67,18.38,"","","CO","Female","R2","Ross",242.1,5.2,16.5,21.7,2.206453371,6.879052837,9.085506208,80.30951995,5.67171128,0.651516227,16.42286149,"0.405756801",0.728834429,104.1902002,1.057273029,NA,NA,NA,NA,NA,NA,NA,0.0504,0.0198,0.0702,0.393320965,NA,0.770797252,0.0544,0.00625,0.15762386,0.00389,0.007,-2.498,-5.39,-3.687,-5.815,-2.246,-6.329,-4.564,-3.486,-2.836,-2.902,-2.613,-1.204,-0.842,-2.282,567.2,145.5,138.8,4.086455331,82.5276,8.508,110.604,119.112,"1.5",19.5,21,2.72902,0.0459,0.105152,0,0,0.0124,2.892422,0.105152,0.00488,0.0585,0,0.039,0,0.00975,0.112163251,45.62179466,12.04295488,57.66474954,0.263973721,1.841714895,0.94350686,0.0159,0.0364,0,0,0.00428,-1.281,-4.174,-2.07,-4.797,-1.954,-4.598,-2.576,-2.381,-1.52,-2.067,-0.788,1.318,1.641,-0.214
"CA19.12","CA19","Chicken","CA","Day 21","26/02/2019",874.8,NA,"-","-","-",13.21,NA,45.85,0.59,15.25,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.13","CA19","Chicken","CA","Day 35","11/03/2019",1847.2,NA,"-","-","-",11.3,NA,36.5,1.39,42.56,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.14","CA19","Chicken","CA","Day 35","11/03/2019",1670.6,NA,"-","-","-",13.11,NA,4.43,0.91,51.65,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.15","CA19","Chicken","CA","Day 35","12/03/2019",2013.4,NA,"-","-","-",17.38,NA,0,0.61,49.45,"","","CO","Female","R2","Ross",255.767,5.1,16.2,21.3,1.780315354,5.986426824,7.766742178,74.98141322,5.339563128,0.836013372,20.09341612,"0.570183162",0.799094505,102.6196835,1.954232117,0.012,0,0.03,1.31262247,0,0.024,1.378553279,0.217467269,1.220680473,1.438147741,5.613168724,8.45600627,0.727272938,0.0516,0.00709,0.198103099,0.00876,0.00717,-3.159,-3.796,-3.324,-4.849,-2.594,-4.948,-3.435,-3.175,-2.193,-3.473,-2.303,-0.701,NA,-1.418,552.718,116.697,165.776,3.334125567,64.50053245,106.6832,48.1234,154.8066,"18.4",8.3,26.7,1.968552278,0,0,0,0.0172,0.0435,2.029200665,0.0172,0.0101,0,0.0152,0.0405,0,0.0101,0.076,63.73708936,34.66528659,98.40237595,0.543879348,1.951750095,0.970112179,0,0,0,0.00846,0.0214,-3.053,-5.088,-3.998,-5.475,-3.149,-5.874,-3.705,-3.902,-2.664,-3.474,-2.295,-0.848,0.087,-2.116
"CA19.16","CA19","Chicken","CA","Day 35","12/03/2019",2180.8,NA,"-","-","-",18.24,NA,0,1.34,44.26,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.17","CA19","Chicken","CA","Day 35","13/03/2019",2291.8,NA,"-","-","-",17.17,NA,26.13,1.88,49.3,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA19.18","CA19","Chicken","CA","Day 35","13/03/2019",2143.4,NA,"-","-","-",17.67,NA,0,1.05,49.45,"","","CO","Female","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.01","CA20","Chicken","CA","Day 7","11/02/2019",169.6,NA,"NS","NS","NS",7.53,NA,391.39,0.49,12.76,"","","CO","Female","R2","Cobb",191.3,10,18.6,28.6,5.251524625,9.812157535,15.06368216,21.483112,2.3144199,0.4486482,5.7455665,"0.5717888",0.3968874,30.9604228,1.020437,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.69388949,0.0748,0.0145,0.185577779,0.0185,0.0128,-3.253,-4.733,-4.369,-4.874,-2.677,-5.921,-4.321,-3.696,-3.073,-3.138,-2.89,-1.433,-0.491,-2.053,309.7,112.3,94.6,3.273784355,34.77931,11.35566667,60.56355556,71.91922222,"3.666666667",19.55555556,23.22222222,1.61192,0.0805,0.119937,0,0.0112,0.015,1.8385328,0.1311398,0.0416,0,NA,0.0623,0,0.0312,0.223407629,41.33739992,2.377536506,43.71493643,0.0575,8.212528815,0.876742585,0.0438,0.0652,0,0.00609,0.00817,-0.005,-0.061,0.066,-3.747,-5.599,-1.84,-5.08,-3.429,-5.977,-4.31,-4.383,-3.107,-3.27,-1.84
"CA20.02","CA20","Chicken","CA","Day 7","11/02/2019",171.2,NA,"-","-","-",8.93,NA,355.92,0.56,14.84,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.03","CA20","Chicken","CA","Day 7","11/02/2019",213.4,NA,"-","-","-",19.86,NA,1195.01,0.31,12.5,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.04","CA20","Chicken","CA","Day 7","12/02/2019",189.8,NA,"NS","NS","NS",14.73,NA,1133.72,0.3,13.39,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.05","CA20","Chicken","CA","Day 7","12/02/2019",231.4,NA,"-","-","-",14.05,NA,97.3,0.3,16.57,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.06","CA20","Chicken","CA","Day 7","12/02/2019",214.8,NA,"NS","NS","NS",34.42,NA,96.8,0.59,14.66,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.07","CA20","Chicken","CA","Day 21","25/02/2019",960.6,NA,"-","-","-",9.09,NA,47.13,0.85,16.19,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.08","CA20","Chicken","CA","Day 21","25/02/2019",717.8,NA,"-","-","-",12.86,NA,46.13,0.69,16.27,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.09","CA20","Chicken","CA","Day 21","25/02/2019",904.2,NA,"-","-","-",9.87,NA,46.1,0.74,18.03,"","","CO","Female","R2","Cobb",252.5,7.3,18,25.3,2.823027144,7.183506208,10.00653335,53.93431182,4.262116745,0.848193856,12.06778092,"0.729103964",0.721308255,72.56281556,1.577297819,NA,NA,NA,NA,NA,NA,NA,0.100283227,2.265040834,2.365324061,22.58643744,NA,0.743277551,0.0587,0.0117,0.166308058,0.01,0.00994,-2.344,-4.894,-3.562,-5.226,-2.267,-6.542,-4.648,-4.012,-2.76,-2.808,-2.573,-1.053,-1.368,-2.415,577.1428571,144.2857143,120.7142857,4.781065089,83.27346939,16.59285714,133.4642857,150.0571429,"2.875",23.125,26,1.94918,0.0361,0.0569,0,0,0.0165,2.0586765,0.0569,0.0153,0,0.0204,0.0358,0,0.0153,0.0869,10.50189179,1.721607858,12.22349965,0.163933117,1.959978398,0.946812187,0.0175,0.0277,0,0,0.00801,-0.72,-3.696,-2.056,-3.899,-2.079,-4.752,-2.514,-2.468,-1.425,-1.768,-0.919,1.333,1.296,-0.611
"CA20.10","CA20","Chicken","CA","Day 21","26/02/2019",1057,NA,"-","-","-",15.74,NA,45.55,0.67,16.62,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.11","CA20","Chicken","CA","Day 21","26/02/2019",1000.6,NA,"-","-","-",15.98,NA,52.95,0.74,18.11,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.12","CA20","Chicken","CA","Day 21","26/02/2019",1096.2,NA,"-","-","-",19.55,NA,45.99,0.6,21.04,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.13","CA20","Chicken","CA","Day 35","11/03/2019",2091.2,NA,"-","-","-",16.85,NA,34.82,1.41,46.11,"","","CO","Female","R2","Cobb",262.694,7.1,12.8,19.9,2.654240297,4.963496997,7.617737294,103.5282863,13.70969295,0.286380877,22.00789322,"0.128735689",0.369101925,140.030091,0.682470229,NA,NA,NA,NA,NA,NA,NA,0.804107492,0.855310749,1.659418241,1.06367713,NA,0.723282566,0.102342101,0.00273,0.16739239,0.00146,0.00279,-2.329,-3.988,-3.537,-5.321,-2.346,-4.506,-3.007,-3.635,-1.838,-2.636,-1.59,-0.812,-0.605,-1.338,350.185,133.561,136.766,2.560468245,46.77105879,52.99677778,60.27877778,113.2755556,"13.1",14.9,28,2.283776548,0,0,0,0,0.0356,2.319371963,0,0,0,0,0.0359,0,0.0103,0.0462,25.98127119,5.027270361,31.00854156,0.193495935,2.22927906,0.984652994,0,0,0,0,0.0153,-2.766,-5.338,-4.195,-5.62,-3.289,-5.418,-3.629,-4.097,-2.73,-3.031,-2.849,-1.268,0.037,-2.026
"CA20.14","CA20","Chicken","CA","Day 35","11/03/2019",2256.2,NA,"-","-","-",13.57,NA,102.57,1.13,44.4,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.15","CA20","Chicken","CA","Day 35","12/03/2019",2211.6,NA,"-","-","-",19.35,NA,25.39,0.76,43.27,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.16","CA20","Chicken","CA","Day 35","12/03/2019",2395.8,NA,"-","-","-",11.84,NA,78.23,0.76,44.69,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.17","CA20","Chicken","CA","Day 35","13/03/2019",2214.6,NA,"-","-","-",15.54,NA,0,0.87,61.37,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA20.18","CA20","Chicken","CA","Day 35","13/03/2019",2349.2,NA,"-","-","-",18.86,NA,36.85,1.2,48.43,"","","CO","Female","R2","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA21.01","CA21","Chicken","CA","Day 7","11/02/2019",219.2,NA,"-","-","-",13.81,NA,108.15,0.5,12.71,"","","CE","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA21.02","CA21","Chicken","CA","Day 7","11/02/2019",172,NA,"-","-","-",12.63,NA,249.81,0.75,13.39,"","","CE","Male","R2","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-2.858,-4.75,-3.85,-5.226,-2.261,-5.973,-4.344,-3.668,-2.785,-2.933,-2.82,-0.887,-0.395,-1.766,345.5,113.7,99.1,3.486377397,39.28335,23.1485,59.426,82.5745,"6.7",17.2,23.9,2.24496,0.0686,0.0952,0,0.011,0.0111,2.4308398,0.1061815,0.0155,NA,0,0.057,0,0.0311,0.279721588,45.98927703,23.35215143,69.34142846,0.507773832,1.934301755,0.923532682,0.0282,0.0392,0,0.00452,0.00455,0.054,-0.201,0.147,-3.65,-5.366,-2.341,-5.385,-3.06,-6.188,-4.768,-3.581,-3.251,-3.02,-2.341
